,date,return_pre,return_pre7,outcome,limit_return,prediction
0,2019-04-02 14:50:00+08:00,[-0.00282239],"[[ 0.00927157]
 [ 0.00152666]
 [-0.00282239]]",,0.0,0.0
0,2019-04-03 14:50:00+08:00,[-0.00592536],"[[ 0.00766893]
 [-0.00049413]
 [-0.00592536]]",,0.0,0.0
0,2019-04-04 14:50:00+08:00,[-0.00592388],"[[ 0.0039767 ]
 [-0.00052936]
 [-0.00592388]]",,0.0,0.0
0,2019-04-08 14:50:00+08:00,[-0.01237439],"[[-0.00494852]
 [-0.01168489]
 [-0.01237439]]",,0.0,-1.0
0,2019-04-09 14:50:00+08:00,[-0.00271009],"[[-0.0001421 ]
 [-0.00241105]
 [-0.00271009]]",,0.0,0.0
0,2019-04-10 14:50:00+08:00,[-0.00868083],"[[-0.00408551]
 [-0.00714709]
 [-0.00868083]]",,0.0,-1.0
0,2019-04-11 14:50:00+08:00,[-0.00629138],"[[-0.0067898 ]
 [-0.00662661]
 [-0.00629138]]",,0.0,-1.0
0,2019-04-12 14:50:00+08:00,[-0.00014045],"[[-0.00363376]
 [-0.00237791]
 [-0.00014045]]",,0.0,0.0
0,2019-04-15 14:50:00+08:00,[-0.00630521],"[[-0.00973005]
 [-0.00833837]
 [-0.00630521]]",,0.0,-1.0
0,2019-04-16 14:50:00+08:00,[-0.00274331],"[[-0.00357193]
 [-0.00325643]
 [-0.00274331]]",,0.0,-1.0
0,2019-04-17 14:50:00+08:00,[-0.00358665],"[[-0.00408977]
 [-0.00449176]
 [-0.00358665]]",,0.0,-1.0
0,2019-04-18 14:50:00+08:00,[0.00982218],"[[0.00511008]
 [0.00750846]
 [0.00982218]]",,0.9991097813690648,1.0
0,2019-04-19 14:50:00+08:00,[0.0036323],"[[0.00622731]
 [0.00614235]
 [0.0036323 ]]",,0.9991097813690648,1.0
0,2019-04-22 14:50:00+08:00,[-0.00126929],"[[ 9.8533928e-05]
 [-9.2758797e-04]
 [-1.2692865e-03]]",,0.0,0.0
0,2019-04-23 14:50:00+08:00,[0.00824045],"[[0.00137261]
 [0.01280951]
 [0.00824045]]",,0.0,0.0
0,2019-04-24 14:50:00+08:00,[-0.00277441],"[[ 0.00167917]
 [-0.00030617]
 [-0.00277441]]",,0.0,0.0
0,2019-04-25 14:50:00+08:00,[-0.00062297],"[[-0.00947194]
 [-0.00701378]
 [-0.00062297]]",,0.0,0.0
0,2019-04-26 14:50:00+08:00,[-0.00066935],"[[-0.00050824]
 [-0.00115767]
 [-0.00066935]]",,0.0,0.0
0,2019-04-29 14:50:00+08:00,[0.01109859],"[[-0.00064568]
 [ 0.00383824]
 [ 0.01109859]]",,0.0,0.0
0,2019-04-30 14:50:00+08:00,[0.00748018],"[[-0.00175193]
 [ 0.00281238]
 [ 0.00748018]]",,0.0,0.0
0,2019-05-06 14:50:00+08:00,[0.00483888],"[[0.00729855]
 [0.01001404]
 [0.00483888]]",,0.9991097813690648,1.0
0,2019-05-07 14:50:00+08:00,[-0.00806102],"[[-0.00882099]
 [-0.00838321]
 [-0.00806102]]",,0.015623263432588408,-1.0
0,2019-05-08 14:50:00+08:00,[-0.01505187],"[[-0.0154256 ]
 [-0.0153442 ]
 [-0.01505187]]",,0.015623263432588463,-1.0
0,2019-05-09 14:50:00+08:00,[-0.01936886],"[[-0.02000744]
 [-0.02014113]
 [-0.01936886]]",,0.010905151939842705,-1.0
0,2019-05-10 14:50:00+08:00,[-0.01074555],"[[-0.0120379 ]
 [-0.01126564]
 [-0.01074555]]",,0.01090515193984265,-1.0
0,2019-05-13 14:50:00+08:00,[0.01014774],"[[0.00061443]
 [0.00766064]
 [0.01014774]]",,0.0,0.0
0,2019-05-14 14:50:00+08:00,[-0.00498232],"[[-0.00039509]
 [-0.00128409]
 [-0.00498232]]",,0.0,0.0
0,2019-05-15 14:50:00+08:00,[-0.00655397],"[[-0.00187815]
 [-0.00400409]
 [-0.00655397]]",,0.0,0.0
0,2019-05-16 14:50:00+08:00,[-0.00228367],"[[-0.0007059 ]
 [-0.00266253]
 [-0.00228367]]",,0.0,0.0
0,2019-05-17 14:50:00+08:00,[0.00715435],"[[0.00483314]
 [0.00126465]
 [0.00715435]]",,0.0,0.0
0,2019-05-20 14:50:00+08:00,[0.01026639],"[[0.0051839 ]
 [0.00815137]
 [0.01026639]]",,0.9991291973079249,1.0
0,2019-05-21 14:50:00+08:00,[0.00024906],"[[-0.00741078]
 [-0.00461536]
 [ 0.00024906]]",,0.0,0.0
0,2019-05-22 14:50:00+08:00,[0.00517579],"[[-0.00889446]
 [-0.004273  ]
 [ 0.00517579]]",,0.0,0.0
0,2019-05-23 14:50:00+08:00,[0.00096703],"[[0.00416874]
 [0.00158529]
 [0.00096703]]",,0.0,0.0
0,2019-05-24 14:50:00+08:00,[0.00174586],"[[-0.00107372]
 [ 0.00053882]
 [ 0.00174586]]",,0.0,0.0
0,2019-05-27 14:50:00+08:00,[0.00343083],"[[-0.00098779]
 [ 0.00064363]
 [ 0.00343083]]",,0.0,0.0
0,2019-05-28 14:50:00+08:00,[-0.00292042],"[[-0.00324788]
 [-0.00305406]
 [-0.00292042]]",,0.010905151939842705,-1.0
0,2019-05-29 14:50:00+08:00,[0.00447883],"[[0.00522155]
 [0.00513118]
 [0.00447883]]",,0.9991291973079248,1.0
0,2019-05-30 14:50:00+08:00,[-0.00333179],"[[ 0.0025148 ]
 [ 0.00096202]
 [-0.00333179]]",,0.0,0.0
0,2019-05-31 14:50:00+08:00,[-0.00329733],"[[ 0.00065438]
 [-0.00249775]
 [-0.00329733]]",,0.0,0.0
0,2019-06-03 14:50:00+08:00,[-0.00458601],"[[-0.00390936]
 [-0.00517593]
 [-0.00458601]]",,0.0,-1.0
0,2019-06-04 14:50:00+08:00,[-0.00308403],"[[-0.00247071]
 [-0.00261524]
 [-0.00308403]]",,0.0,-1.0
0,2019-06-05 14:50:00+08:00,[-0.00267192],"[[-0.00252141]
 [-0.00348311]
 [-0.00267192]]",,0.0,-1.0
0,2019-06-06 14:50:00+08:00,[-0.00329479],"[[-0.0039808 ]
 [-0.00358443]
 [-0.00329479]]",,0.0,-1.0
0,2019-06-10 14:50:00+08:00,[0.0059275],"[[-0.00636251]
 [-0.00184754]
 [ 0.0059275 ]]",,0.0,0.0
0,2019-06-11 14:50:00+08:00,[0.00644734],"[[-0.00072666]
 [ 0.0036877 ]
 [ 0.00644734]]",,0.0,0.0
0,2019-06-12 14:50:00+08:00,[-0.00369925],"[[ 0.01047676]
 [ 0.00189128]
 [-0.00369925]]",,0.0,0.0
0,2019-06-13 14:50:00+08:00,[-0.00337878],"[[ 0.00480603]
 [-0.00066196]
 [-0.00337878]]",,0.0,0.0
0,2019-06-14 14:50:00+08:00,[-0.00531538],"[[ 0.00697985]
 [ 0.00020904]
 [-0.00531538]]",,0.0,0.0
0,2019-06-17 14:50:00+08:00,[-0.00950974],"[[-0.00730696]
 [-0.00934273]
 [-0.00950974]]",,0.0,-1.0
0,2019-06-18 14:50:00+08:00,[-0.00752988],"[[-0.00426185]
 [-0.00577058]
 [-0.00752988]]",,0.0,-1.0
0,2019-06-19 14:50:00+08:00,[-0.0083202],"[[-0.00584495]
 [-0.0075787 ]
 [-0.0083202 ]]",,0.0,-1.0
0,2019-06-20 14:50:00+08:00,[-0.00223479],"[[-0.00067357]
 [-0.00379629]
 [-0.00223479]]",,0.0,0.0
0,2019-06-21 14:50:00+08:00,[-0.00027507],"[[ 0.00883315]
 [ 0.0035666 ]
 [-0.00027507]]",,0.0,0.0
0,2019-06-24 14:50:00+08:00,[-0.0010156],"[[ 0.01323602]
 [ 0.00676032]
 [-0.0010156 ]]",,0.0,0.0
0,2019-06-25 14:50:00+08:00,[0.00550711],"[[0.01042851]
 [0.00739653]
 [0.00550711]]",,0.9991291973079248,1.0
0,2019-06-26 14:50:00+08:00,[0.00758163],"[[-0.00372146]
 [-0.00031375]
 [ 0.00758163]]",,0.0,0.0
0,2019-06-27 14:50:00+08:00,[0.00393626],"[[-0.0010209 ]
 [ 0.00038636]
 [ 0.00393626]]",,0.0,0.0
0,2019-06-28 14:50:00+08:00,[0.00423769],"[[-0.0030311 ]
 [ 0.00066458]
 [ 0.00423769]]",,0.0,0.0
0,2019-07-01 14:50:00+08:00,[0.00652676],"[[0.00635882]
 [0.00657   ]
 [0.00652676]]",,0.9991291973079249,1.0
0,2019-07-02 14:50:00+08:00,[0.00870777],"[[0.00904386]
 [0.0090901 ]
 [0.00870777]]",,0.9991291973079249,1.0
0,2019-07-03 14:50:00+08:00,[0.00394009],"[[0.0102175 ]
 [0.00833779]
 [0.00394009]]",,0.9991291973079248,1.0
0,2019-07-04 14:50:00+08:00,[0.00257662],"[[0.00706401]
 [0.00492186]
 [0.00257662]]",,0.9991291973079249,1.0
0,2019-07-05 14:50:00+08:00,[-0.00480274],"[[-0.00631903]
 [-0.0073985 ]
 [-0.00480274]]",,0.0,-1.0
0,2019-07-08 14:50:00+08:00,[-0.00508995],"[[-0.00254389]
 [-0.00383121]
 [-0.00508995]]",,0.0,-1.0
0,2019-07-09 14:50:00+08:00,[0.00559925],"[[-0.0028066 ]
 [ 0.00280602]
 [ 0.00559925]]",,0.0,0.0
0,2019-07-10 14:50:00+08:00,[0.00309256],"[[-0.00234053]
 [ 0.00121965]
 [ 0.00309256]]",,0.0,0.0
0,2019-07-11 14:50:00+08:00,[0.0126311],"[[-0.00012681]
 [ 0.00909371]
 [ 0.0126311 ]]",,0.0,0.0
0,2019-07-12 14:50:00+08:00,[0.0055992],"[[0.00067819]
 [0.00434723]
 [0.0055992 ]]",,0.0,0.0
0,2019-07-15 14:50:00+08:00,[0.01359586],"[[0.0124569 ]
 [0.0179519 ]
 [0.01359586]]",,0.9991291973079249,1.0
0,2019-07-16 14:50:00+08:00,[0.00459825],"[[0.00930226]
 [0.00767579]
 [0.00459825]]",,0.9991291973079249,1.0
0,2019-07-17 14:50:00+08:00,[-0.00482924],"[[ 0.00705632]
 [-0.0001903 ]
 [-0.00482924]]",,0.0,0.0
0,2019-07-18 14:50:00+08:00,[-0.00434089],"[[-0.00594629]
 [-0.00649919]
 [-0.00434089]]",,0.0,-1.0
0,2019-07-19 14:50:00+08:00,[-0.00056628],"[[-0.00676061]
 [-0.00556251]
 [-0.00056628]]",,0.0,0.0
0,2019-07-22 14:50:00+08:00,[0.00830925],"[[-0.00455863]
 [ 0.00182596]
 [ 0.00830925]]",,0.0,0.0
0,2019-07-23 14:50:00+08:00,[0.00453751],"[[0.00206278]
 [0.00423399]
 [0.00453751]]",,0.999129197307925,1.0
0,2019-07-24 14:50:00+08:00,[0.00021133],"[[-0.00205905]
 [-0.0002852 ]
 [ 0.00021133]]",,0.0,0.0
0,2019-07-25 14:50:00+08:00,[0.0038819],"[[0.00636066]
 [0.00659667]
 [0.0038819 ]]",,0.9991291973079249,1.0
0,2019-07-26 14:50:00+08:00,[0.0019586],"[[0.00587352]
 [0.0043636 ]
 [0.0019586 ]]",,0.0,0.0
0,2019-07-29 14:50:00+08:00,[-0.00495589],"[[ 0.00217083]
 [-0.00154382]
 [-0.00495589]]",,0.0,0.0
0,2019-07-30 14:50:00+08:00,[-0.00613676],"[[ 6.8014488e-05]
 [-3.9120466e-03]
 [-6.1367610e-03]]",,0.0,0.0
0,2019-07-31 14:50:00+08:00,[-0.00642727],"[[-0.00523975]
 [-0.00653277]
 [-0.00642727]]",,0.0,-1.0
0,2019-08-01 14:50:00+08:00,[-0.00108879],"[[-0.00178662]
 [-0.00206036]
 [-0.00108879]]",,0.0,0.0
0,2019-08-02 14:50:00+08:00,[0.00035565],"[[-0.00464643]
 [-0.00270024]
 [ 0.00035565]]",,0.0,0.0
0,2019-08-05 14:50:00+08:00,[0.00211291],"[[-0.00056989]
 [ 0.00105857]
 [ 0.00211291]]",,0.0,0.0
0,2019-08-06 14:50:00+08:00,[0.00497127],"[[-0.00569848]
 [-0.00054113]
 [ 0.00497127]]",,0.0,0.0
0,2019-08-07 14:50:00+08:00,[1.4804304e-05],"[[-1.5456565e-03]
 [ 6.6002645e-04]
 [ 1.4804304e-05]]",,0.0,0.0
0,2019-08-08 14:50:00+08:00,[0.00253436],"[[0.00289766]
 [0.00526678]
 [0.00253436]]",,0.9991291973079249,1.0
0,2019-08-09 14:50:00+08:00,[0.00159251],"[[0.00582249]
 [0.00650569]
 [0.00159251]]",,0.0,0.0
0,2019-08-12 14:50:00+08:00,[-0.0113353],"[[-0.00711494]
 [-0.01050822]
 [-0.0113353 ]]",,0.0,-1.0
0,2019-08-13 14:50:00+08:00,[-0.00568064],"[[-0.00052444]
 [-0.00380852]
 [-0.00568064]]",,0.0,0.0
0,2019-08-14 14:50:00+08:00,[-0.00367184],"[[-0.0014287 ]
 [-0.00297126]
 [-0.00367184]]",,0.0,0.0
0,2019-08-15 14:50:00+08:00,[-0.00768099],"[[-0.00283552]
 [-0.00570148]
 [-0.00768099]]",,0.0,-1.0
0,2019-08-16 14:50:00+08:00,[-0.00798397],"[[-0.00616654]
 [-0.00781487]
 [-0.00798397]]",,0.0,-1.0
0,2019-08-19 14:50:00+08:00,[-0.00669918],"[[-0.00550581]
 [-0.00634913]
 [-0.00669918]]",,0.04632863986110797,-1.0
0,2019-08-20 14:50:00+08:00,[-0.00291439],"[[ 0.00770596]
 [ 0.00242312]
 [-0.00291439]]",,0.0,0.0
0,2019-08-21 14:50:00+08:00,[-0.00013662],"[[-0.00064043]
 [-0.00012326]
 [-0.00013662]]",,0.0,0.0
0,2019-08-22 14:50:00+08:00,[-0.0011247],"[[ 0.00283102]
 [ 0.0014369 ]
 [-0.0011247 ]]",,0.0,0.0
0,2019-08-23 14:50:00+08:00,[-0.00436044],"[[ 0.00258033]
 [-0.0012273 ]
 [-0.00436044]]",,0.0,0.0
0,2019-08-26 14:50:00+08:00,[-0.00689964],"[[-0.00017444]
 [-0.00324168]
 [-0.00689964]]",,0.0,0.0
0,2019-08-27 14:50:00+08:00,[-0.01356824],"[[-0.00742241]
 [-0.0108859 ]
 [-0.01356824]]",,0.0,-1.0
0,2019-08-28 14:50:00+08:00,[-0.00908057],"[[-0.00408971]
 [-0.00700916]
 [-0.00908057]]",,0.0,-1.0
0,2019-08-29 14:50:00+08:00,[-0.00613488],"[[-0.00385491]
 [-0.00564902]
 [-0.00613488]]",,0.0,-1.0
0,2019-08-30 14:50:00+08:00,[-0.00027591],"[[ 0.00149396]
 [ 0.00074833]
 [-0.00027591]]",,0.0,0.0
0,2019-09-02 14:50:00+08:00,[-0.00556852],"[[-0.00290365]
 [-0.00523603]
 [-0.00556852]]",,0.0,-1.0
0,2019-09-03 14:50:00+08:00,[0.00132816],"[[-4.3693930e-05]
 [ 8.0247223e-04]
 [ 1.3281554e-03]]",,0.0,0.0
0,2019-09-04 14:50:00+08:00,[0.00384339],"[[0.00426003]
 [0.00421391]
 [0.00384339]]",,0.9991291973079248,1.0
0,2019-09-05 14:50:00+08:00,[0.00065571],"[[0.00090885]
 [0.00079577]
 [0.00065571]]",,0.0,0.0
0,2019-09-06 14:50:00+08:00,[-0.00416383],"[[ 0.00310872]
 [-0.00103038]
 [-0.00416383]]",,0.0,0.0
0,2019-09-09 14:50:00+08:00,[-0.00505101],"[[ 0.00060986]
 [-0.00279654]
 [-0.00505101]]",,0.0,0.0
0,2019-09-10 14:50:00+08:00,[-0.00254641],"[[ 0.00328234]
 [ 0.00026793]
 [-0.00254641]]",,0.0,0.0
0,2019-09-11 14:50:00+08:00,[-0.0059828],"[[ 0.00116869]
 [-0.00244894]
 [-0.0059828 ]]",,0.0,0.0
0,2019-09-12 14:50:00+08:00,[-0.00803121],"[[-0.00449488]
 [-0.00701126]
 [-0.00803121]]",,0.02618766724937399,-1.0
0,2019-09-16 14:50:00+08:00,[-0.00298926],"[[-0.00293847]
 [-0.00307742]
 [-0.00298926]]",,0.0,-1.0
0,2019-09-17 14:50:00+08:00,[-0.00651703],"[[-0.00973228]
 [-0.00997928]
 [-0.00651703]]",,0.0,-1.0
0,2019-09-18 14:50:00+08:00,[-0.00153212],"[[ 0.00033088]
 [-0.00016292]
 [-0.00153212]]",,0.0,0.0
0,2019-09-19 14:50:00+08:00,[-0.00040961],"[[-0.00163592]
 [-0.00086514]
 [-0.00040961]]",,0.0,0.0
0,2019-09-20 14:50:00+08:00,[-0.00062105],"[[-0.00083925]
 [-0.00056048]
 [-0.00062105]]",,0.0,0.0
0,2019-09-23 14:50:00+08:00,[-0.00447748],"[[-0.00430667]
 [-0.0043135 ]
 [-0.00447748]]",,0.0,-1.0
0,2019-09-24 14:50:00+08:00,[-0.00521126],"[[-0.00237692]
 [-0.0043368 ]
 [-0.00521126]]",,0.0,-1.0
0,2019-09-25 14:50:00+08:00,[-0.00467507],"[[-0.00482584]
 [-0.00477198]
 [-0.00467507]]",,0.0,-1.0
0,2019-09-26 14:50:00+08:00,[-0.0086697],"[[-0.00960525]
 [-0.009516  ]
 [-0.0086697 ]]",,0.0,-1.0
0,2019-09-27 14:50:00+08:00,[0.00043465],"[[-0.00226681]
 [-0.00181204]
 [ 0.00043465]]",,0.0,0.0
0,2019-09-30 14:50:00+08:00,[0.00496332],"[[-0.00069429]
 [ 0.00227466]
 [ 0.00496332]]",,0.0,0.0
0,2019-10-08 14:50:00+08:00,[0.00353575],"[[0.00257563]
 [0.00432579]
 [0.00353575]]",,0.999129197307925,1.0
0,2019-10-09 14:50:00+08:00,[0.00207284],"[[0.00647232]
 [0.0056036 ]
 [0.00207284]]",,0.9991291973079248,1.0
0,2019-10-10 14:50:00+08:00,[0.00308798],"[[0.00422237]
 [0.00367575]
 [0.00308798]]",,0.9991291973079248,1.0
0,2019-10-11 14:50:00+08:00,[0.00162841],"[[0.00590563]
 [0.00403733]
 [0.00162841]]",,0.0,0.0
0,2019-10-14 14:50:00+08:00,[0.00259976],"[[0.00626766]
 [0.00426785]
 [0.00259976]]",,0.9991291973079249,1.0
0,2019-10-15 14:50:00+08:00,[-0.00027649],"[[ 0.00367982]
 [ 0.0023418 ]
 [-0.00027649]]",,0.0,0.0
0,2019-10-16 14:50:00+08:00,[0.00112051],"[[0.00720529]
 [0.00518445]
 [0.00112051]]",,0.0,0.0
0,2019-10-17 14:50:00+08:00,[-0.00485492],"[[ 0.00037237]
 [-0.00230314]
 [-0.00485492]]",,0.0,0.0
0,2019-10-18 14:50:00+08:00,[-0.00303373],"[[ 0.00030813]
 [-0.0016464 ]
 [-0.00303373]]",,0.0,0.0
0,2019-10-21 14:50:00+08:00,[-0.00524415],"[[-0.00414177]
 [-0.00517619]
 [-0.00524415]]",,0.026187667249373936,-1.0
0,2019-10-22 14:50:00+08:00,[0.00067919],"[[-0.00453151]
 [-0.00430637]
 [ 0.00067919]]",,0.0,0.0
0,2019-10-23 14:50:00+08:00,[0.00645612],"[[-0.00465853]
 [ 0.00071033]
 [ 0.00645612]]",,0.0,0.0
0,2019-10-24 14:50:00+08:00,[0.00454594],"[[0.00494022]
 [0.00632025]
 [0.00454594]]",,0.9991291973079248,1.0
0,2019-10-25 14:50:00+08:00,[0.00535781],"[[0.00330574]
 [0.00501317]
 [0.00535781]]",,0.9991291973079249,1.0
0,2019-10-28 14:50:00+08:00,[0.00208968],"[[0.00220393]
 [0.00232474]
 [0.00208968]]",,0.9991291973079249,1.0
0,2019-10-29 14:50:00+08:00,[0.00029007],"[[0.00361393]
 [0.00176481]
 [0.00029007]]",,0.0,0.0
0,2019-10-30 14:50:00+08:00,[-0.00098285],"[[ 1.4802460e-03]
 [ 5.7442114e-05]
 [-9.8285452e-04]]",,0.0,0.0
0,2019-10-31 14:50:00+08:00,[-0.00266466],"[[-0.0030882 ]
 [-0.00352895]
 [-0.00266466]]",,0.026187667249373936,-1.0
0,2019-11-01 14:50:00+08:00,[0.00422473],"[[0.00196157]
 [0.00279109]
 [0.00422473]]",,0.0,0.0
0,2019-11-04 14:50:00+08:00,[0.00406983],"[[-0.00027125]
 [ 0.00132088]
 [ 0.00406983]]",,0.0,0.0
0,2019-11-05 14:50:00+08:00,[0.00531806],"[[0.00763331]
 [0.0076216 ]
 [0.00531806]]",,0.9991291973079249,1.0
0,2019-11-06 14:50:00+08:00,[-0.0008989],"[[ 0.00476168]
 [ 0.00343004]
 [-0.0008989 ]]",,0.0,0.0
0,2019-11-07 14:50:00+08:00,[-0.00578661],"[[ 0.00213087]
 [-0.00213808]
 [-0.00578661]]",,0.0,0.0
0,2019-11-08 14:50:00+08:00,[-0.00802423],"[[-0.00269111]
 [-0.00601616]
 [-0.00802423]]",,0.0,-1.0
0,2019-11-11 14:50:00+08:00,[-0.00685192],"[[-0.00425847]
 [-0.00642414]
 [-0.00685192]]",,0.0,-1.0
0,2019-11-12 14:50:00+08:00,[-0.00139182],"[[-0.00375296]
 [-0.00348481]
 [-0.00139182]]",,0.0,0.0
0,2019-11-13 14:50:00+08:00,[-0.00036638],"[[-0.00781071]
 [-0.00482314]
 [-0.00036638]]",,0.0,0.0
0,2019-11-14 14:50:00+08:00,[0.0019479],"[[-0.0068449 ]
 [-0.00240129]
 [ 0.0019479 ]]",,0.0,0.0
0,2019-11-15 14:50:00+08:00,[0.00406789],"[[0.00111898]
 [0.00385279]
 [0.00406789]]",,0.0,0.0
0,2019-11-18 14:50:00+08:00,[0.00123227],"[[-0.00102454]
 [ 0.0016435 ]
 [ 0.00123227]]",,0.0,0.0
0,2019-11-19 14:50:00+08:00,[-0.00377611],"[[ 0.0001019 ]
 [-0.00173892]
 [-0.00377611]]",,0.0,0.0
0,2019-11-20 14:50:00+08:00,[-0.00639625],"[[ 0.00077302]
 [-0.00301951]
 [-0.00639625]]",,0.0,0.0
0,2019-11-21 14:50:00+08:00,[-0.00739916],"[[-0.0034698 ]
 [-0.00607937]
 [-0.00739916]]",,0.0,-1.0
0,2019-11-22 14:50:00+08:00,[-0.01134865],"[[-0.00486161]
 [-0.00883615]
 [-0.01134865]]",,0.0,-1.0
0,2019-11-25 14:50:00+08:00,[-0.01480397],"[[-0.01105998]
 [-0.01504478]
 [-0.01480397]]",,0.0,-1.0
0,2019-11-26 14:50:00+08:00,[-0.01028314],"[[-0.00946503]
 [-0.01235583]
 [-0.01028314]]",,0.02618766724937399,-1.0
0,2019-11-27 14:50:00+08:00,[0.00296148],"[[-0.00116745]
 [ 0.00180102]
 [ 0.00296148]]",,0.0,0.0
0,2019-11-28 14:50:00+08:00,[0.00194554],"[[0.00186798]
 [0.0019737 ]
 [0.00194554]]",,0.0,0.0
0,2019-11-29 14:50:00+08:00,[0.00173049],"[[0.00126016]
 [0.00150678]
 [0.00173049]]",,0.0,0.0
0,2019-12-02 14:50:00+08:00,[-0.00046934],"[[-0.00034223]
 [-0.00100676]
 [-0.00046934]]",,0.0,0.0
0,2019-12-03 14:50:00+08:00,[-0.00125477],"[[-0.00293897]
 [-0.00308325]
 [-0.00125477]]",,0.0,0.0
0,2019-12-04 14:50:00+08:00,[-0.00080699],"[[-0.00257955]
 [-0.00175413]
 [-0.00080699]]",,0.0,0.0
0,2019-12-05 14:50:00+08:00,[-0.00054589],"[[-0.00077267]
 [-0.00065961]
 [-0.00054589]]",,0.0,0.0
0,2019-12-06 14:50:00+08:00,[0.00167239],"[[0.00145397]
 [0.00160493]
 [0.00167239]]",,0.0,0.0
0,2019-12-09 14:50:00+08:00,[0.00346598],"[[0.00612466]
 [0.00511495]
 [0.00346598]]",,0.9991291973079249,1.0
0,2019-12-10 14:50:00+08:00,[0.00756673],"[[0.00656991]
 [0.00752272]
 [0.00756673]]",,0.9991291973079249,1.0
0,2019-12-11 14:50:00+08:00,[9.227544e-06],"[[9.5538050e-04]
 [1.4764275e-03]
 [9.2275441e-06]]",,0.0,0.0
0,2019-12-12 14:50:00+08:00,[0.00104671],"[[0.00137713]
 [0.0010911 ]
 [0.00104671]]",,0.0,0.0
0,2019-12-13 14:50:00+08:00,[0.00107416],"[[-0.00211637]
 [-0.00193064]
 [ 0.00107416]]",,0.0,0.0
0,2019-12-16 14:50:00+08:00,[0.00573601],"[[-0.00032827]
 [ 0.00199506]
 [ 0.00573601]]",,0.0,0.0
0,2019-12-17 14:50:00+08:00,[0.00535729],"[[0.00546342]
 [0.00659936]
 [0.00535729]]",,0.995289533058462,1.0
0,2019-12-18 14:50:00+08:00,[0.006154],"[[0.01377412]
 [0.01038733]
 [0.006154  ]]",,0.995289533058462,1.0
0,2019-12-19 14:50:00+08:00,[-0.00228349],"[[ 0.00402558]
 [-0.00058813]
 [-0.00228349]]",,0.0,0.0
