,date,return_pre,return_pre7,outcome,limit_return,prediction
0,2020-03-02 14:50:00+08:00,[-0.00453021],"[[-0.00637455]
 [-0.00550986]
 [-0.00453021]]",,0.0,-1.0
0,2020-03-03 14:50:00+08:00,[-0.00227895],"[[-0.00428882]
 [-0.0033993 ]
 [-0.00227895]]",,0.0,-1.0
0,2020-03-04 14:50:00+08:00,[0.00155307],"[[-0.00039742]
 [ 0.0008065 ]
 [ 0.00155307]]",,0.0,0.0
0,2020-03-05 14:50:00+08:00,[0.00286453],"[[0.00276465]
 [0.00324052]
 [0.00286453]]",,0.9992355592796115,1.0
0,2020-03-06 14:50:00+08:00,[0.00834171],"[[0.00799822]
 [0.00841719]
 [0.00834171]]",,0.9992355592796115,1.0
0,2020-03-09 14:50:00+08:00,[0.00193603],"[[0.00453373]
 [0.00345907]
 [0.00193603]]",,0.0,0.0
0,2020-03-10 14:50:00+08:00,[0.00041885],"[[0.00428188]
 [0.0024102 ]
 [0.00041885]]",,0.0,0.0
0,2020-03-11 14:50:00+08:00,[-0.00166146],"[[ 0.00029871]
 [-0.0009063 ]
 [-0.00166146]]",,0.0,0.0
0,2020-03-12 14:50:00+08:00,[-0.00452733],"[[-0.0037295 ]
 [-0.0044521 ]
 [-0.00452733]]",,0.0,-1.0
0,2020-03-13 14:50:00+08:00,[-0.00507306],"[[-0.00449998]
 [-0.00486895]
 [-0.00507306]]",,0.0,-1.0
0,2020-03-16 14:50:00+08:00,[-0.01148672],"[[-0.01211633]
 [-0.01185446]
 [-0.01148672]]",,0.0,-1.0
0,2020-03-17 14:50:00+08:00,[-0.00329032],"[[-0.00498486]
 [-0.00428815]
 [-0.00329032]]",,0.0,-1.0
0,2020-03-18 14:50:00+08:00,[-0.00862744],"[[-0.01224947]
 [-0.01056982]
 [-0.00862744]]",,0.0,-1.0
0,2020-03-19 14:50:00+08:00,[-0.01169083],"[[-0.01538594]
 [-0.01399933]
 [-0.01169083]]",,0.0,-1.0
0,2020-03-20 14:50:00+08:00,[-0.01272956],"[[-0.017081  ]
 [-0.01516952]
 [-0.01272956]]",,0.0,-1.0
0,2020-03-23 14:50:00+08:00,[-0.00120253],"[[-0.00725952]
 [-0.004235  ]
 [-0.00120253]]",,0.0,0.0
