,date,return_pre,return_pre7,outcome,limit_return,prediction
0,2020-03-16 14:50:00+08:00,[-0.00017522],"[[-0.00156689]
 [-0.00158901]
 [-0.00156363]
 [-0.00144431]
 [-0.00129583]
 [-0.00110032]
 [-0.00086719]
 [-0.00057807]
 [-0.00033754]
 [-0.00017522]]",,0,0.0
0,2020-03-17 14:50:00+08:00,[-0.00224252],"[[-0.00463276]
 [-0.00457759]
 [-0.0043854 ]
 [-0.00413895]
 [-0.0038825 ]
 [-0.00360804]
 [-0.00325229]
 [-0.00289875]
 [-0.00256311]
 [-0.00224252]]",,0.0,-1.0
0,2020-03-18 14:50:00+08:00,[-0.00389456],"[[-0.00657056]
 [-0.00699898]
 [-0.00719988]
 [-0.00724228]
 [-0.00701048]
 [-0.00651818]
 [-0.00585025]
 [-0.0051446 ]
 [-0.00445911]
 [-0.00389456]]",,0.0,-1.0
0,2020-03-19 14:50:00+08:00,[-0.00714435],"[[-0.0120408 ]
 [-0.01283304]
 [-0.01310551]
 [-0.01285709]
 [-0.0122009 ]
 [-0.01124189]
 [-0.01013055]
 [-0.00911662]
 [-0.00802501]
 [-0.00714435]]",,0.012095162862199693,-1.0
0,2020-03-20 14:50:00+08:00,[-0.00664145],"[[-0.0148437 ]
 [-0.01515726]
 [-0.01498623]
 [-0.01432841]
 [-0.01326393]
 [-0.01198678]
 [-0.01060651]
 [-0.00911495]
 [-0.00770761]
 [-0.00664145]]",,0.0,-1.0
0,2020-03-23 14:50:00+08:00,[-0.00510667],"[[-0.01585478]
 [-0.01555694]
 [-0.01467505]
 [-0.0133566 ]
 [-0.01182546]
 [-0.0102193 ]
 [-0.00856901]
 [-0.00708749]
 [-0.00595342]
 [-0.00510667]]",,0.0,-1.0
0,2020-03-24 14:50:00+08:00,[-0.00121911],"[[-0.01135207]
 [-0.0104163 ]
 [-0.00908024]
 [-0.00747774]
 [-0.00597684]
 [-0.00449287]
 [-0.00315913]
 [-0.00225749]
 [-0.00161109]
 [-0.00121911]]",,0,0.0
0,2020-03-25 14:50:00+08:00,[-0.00537913],"[[-0.0107163 ]
 [-0.00988666]
 [-0.00902036]
 [-0.00820017]
 [-0.00741901]
 [-0.00669787]
 [-0.00613197]
 [-0.0057241 ]
 [-0.00548807]
 [-0.00537913]]",,0.0,-1.0
0,2020-03-26 14:50:00+08:00,[-0.00770046],"[[-0.01133353]
 [-0.01050316]
 [-0.00957794]
 [-0.00864837]
 [-0.00787774]
 [-0.00744067]
 [-0.00729681]
 [-0.0073168 ]
 [-0.00747067]
 [-0.00770046]]",,0.0,-1.0
0,2020-03-27 14:50:00+08:00,[0.0005776],"[[-0.00497035]
 [-0.00321695]
 [-0.00150614]
 [-0.00016122]
 [ 0.00046725]
 [ 0.00078727]
 [ 0.0009032 ]
 [ 0.00085561]
 [ 0.00075894]
 [ 0.0005776 ]]",,0,0.0
0,2020-03-30 14:50:00+08:00,[-0.00274285],"[[-0.00354725]
 [-0.00218546]
 [-0.00119556]
 [-0.00068658]
 [-0.00053524]
 [-0.00066594]
 [-0.00101482]
 [-0.00147752]
 [-0.00206488]
 [-0.00274285]]",,0,0.0
0,2020-03-31 14:50:00+08:00,[-0.00285538],"[[-2.23902985e-03]
 [-9.72167589e-04]
 [-3.57861631e-04]
 [ 2.49966979e-06]
 [ 1.34585425e-05]
 [-2.48154625e-04]
 [-6.78383745e-04]
 [-1.26748439e-03]
 [-2.02893093e-03]
 [-2.85537634e-03]]",,0,0.0
0,2020-04-01 14:50:00+08:00,[-0.00025344],"[[ 0.00059315]
 [ 0.00162463]
 [ 0.0022277 ]
 [ 0.00242674]
 [ 0.00229798]
 [ 0.00201884]
 [ 0.00159529]
 [ 0.00104766]
 [ 0.00043641]
 [-0.00025344]]",,0,0.0
