,date,return_pre,return_pre7,outcome,limit_return,prediction
0,2020-05-27 14:50:00+08:00,[-0.00678306],"[[-0.00788458]
 [-0.00753658]
 [-0.00678306]]",,0.0,-1.0
0,2020-05-28 14:50:00+08:00,[-0.00673233],"[[-0.00819383]
 [-0.00762557]
 [-0.00673233]]",,0.0,-1.0
0,2020-05-29 14:50:00+08:00,[-0.00585844],"[[-0.00564812]
 [-0.00573084]
 [-0.00585844]]",,0.0,-1.0
0,2020-06-01 14:50:00+08:00,[-0.00429957],"[[-0.00518477]
 [-0.00499599]
 [-0.00429957]]",,0.0,-1.0
0,2020-06-02 14:50:00+08:00,[0.00121416],"[[0.00054903]
 [0.00097086]
 [0.00121416]]",,0,0.0
0,2020-06-03 14:50:00+08:00,[0.00258452],"[[0.00261911]
 [0.00274588]
 [0.00258452]]",,0.9992355592796115,1.0
0,2020-06-04 14:50:00+08:00,[0.00470202],"[[0.00493494]
 [0.00480742]
 [0.00470202]]",,0.9992355592796115,1.0
0,2020-06-05 14:50:00+08:00,[0.00344516],"[[0.00294554]
 [0.00322488]
 [0.00344516]]",,0.9992355592796115,1.0
0,2020-06-08 14:50:00+08:00,[0.00238901],"[[0.0030079 ]
 [0.00276463]
 [0.00238901]]",,0.9992355592796115,1.0
0,2020-06-09 14:50:00+08:00,[0.00168919],"[[0.0019258 ]
 [0.00180711]
 [0.00168919]]",,0,0.0
0,2020-06-10 14:50:00+08:00,[0.00267787],"[[0.00344419]
 [0.00311037]
 [0.00267787]]",,0.9992355592796115,1.0
0,2020-06-11 14:50:00+08:00,[0.00336343],"[[0.00372678]
 [0.00355292]
 [0.00336343]]",,0.9992355592796115,1.0
0,2020-06-12 14:50:00+08:00,[0.00312927],"[[0.00273826]
 [0.00291171]
 [0.00312927]]",,0.9992355592796115,1.0
0,2020-06-15 14:50:00+08:00,[-7.946789e-05],"[[ 3.3516437e-05]
 [-6.1787665e-05]
 [-7.9467893e-05]]",,0,0.0
0,2020-06-16 14:50:00+08:00,[-0.00261268],"[[-0.00134706]
 [-0.00198857]
 [-0.00261268]]",,0,0.0
0,2020-06-17 14:50:00+08:00,[-0.00110599],"[[-7.6543540e-05]
 [-5.8291480e-04]
 [-1.1059865e-03]]",,0,0.0
0,2020-06-18 14:50:00+08:00,[0.0009002],"[[0.00110987]
 [0.00098855]
 [0.0009002 ]]",,0,0.0
0,2020-06-19 14:50:00+08:00,[0.00487401],"[[0.00463495]
 [0.00480971]
 [0.00487401]]",,0.9992355592796115,1.0
0,2020-06-22 14:50:00+08:00,[0.00045207],"[[0.00136382]
 [0.00092405]
 [0.00045207]]",,0,0.0
0,2020-06-23 14:50:00+08:00,[0.00043657],"[[0.00106468]
 [0.00075788]
 [0.00043657]]",,0,0.0
0,2020-06-24 14:50:00+08:00,[0.00432347],"[[0.00554898]
 [0.00504446]
 [0.00432347]]",,0.9992355592796115,1.0
0,2020-06-29 14:50:00+08:00,[0.00203828],"[[0.00243759]
 [0.00226917]
 [0.00203828]]",,0.9992355592796115,1.0
0,2020-06-30 14:50:00+08:00,[0.00037017],"[[0.00136289]
 [0.0009059 ]
 [0.00037017]]",,0,0.0
0,2020-07-01 14:50:00+08:00,[-0.0028825],"[[-0.00196186]
 [-0.00239139]
 [-0.0028825 ]]",,0,0.0
0,2020-07-02 14:50:00+08:00,[-0.00033719],"[[ 0.00100526]
 [ 0.00032397]
 [-0.00033719]]",,0,0.0
0,2020-07-03 14:50:00+08:00,[0.00674226],"[[0.00701967]
 [0.00686515]
 [0.00674226]]",,0.9822652874989173,1.0
0,2020-07-06 14:50:00+08:00,[0.00466218],"[[0.00480402]
 [0.00474   ]
 [0.00466218]]",,0.9820018646096188,1.0
0,2020-07-07 14:50:00+08:00,[0.00880073],"[[0.00958566]
 [0.00917644]
 [0.00880073]]",,0.9994035401989128,1.0
0,2020-07-08 14:50:00+08:00,[0.01447231],"[[0.01697056]
 [0.01591957]
 [0.01447231]]",,0.9994035401989128,1.0
0,2020-07-09 14:50:00+08:00,[0.01801113],"[[0.01912143]
 [0.01847062]
 [0.01801113]]",,0.9994035401989128,1.0
0,2020-07-10 14:50:00+08:00,[0.01740003],"[[0.01692204]
 [0.01725786]
 [0.01740003]]",,0.9994035401989128,1.0
0,2020-07-13 14:50:00+08:00,[0.00961538],"[[0.0131955 ]
 [0.01178965]
 [0.00961538]]",,0.9994035401989128,1.0
0,2020-07-14 14:50:00+08:00,[0.00204752],"[[0.00735574]
 [0.00471148]
 [0.00204752]]",,0.9994035401989128,1.0
0,2020-07-15 14:50:00+08:00,[0.00715941],"[[0.01006777]
 [0.00863324]
 [0.00715941]]",,0.9994035401989128,1.0
0,2020-07-16 14:50:00+08:00,[0.00232185],"[[0.00433715]
 [0.00333067]
 [0.00232185]]",,0.9994035401989128,1.0
0,2020-07-17 14:50:00+08:00,[-0.01213367],"[[-0.00692495]
 [-0.00979838]
 [-0.01213367]]",,0.0,-1.0
0,2020-07-20 14:50:00+08:00,[-0.02548433],"[[-0.02194615]
 [-0.02425585]
 [-0.02548433]]",,0.0,-1.0
0,2020-07-21 14:50:00+08:00,[-0.01820547],"[[-0.0183959 ]
 [-0.01872733]
 [-0.01820547]]",,0.0,-1.0
0,2020-07-22 14:50:00+08:00,[-0.01594543],"[[-0.01472843]
 [-0.01552006]
 [-0.01594543]]",,0.0,-1.0
0,2020-07-23 14:50:00+08:00,[0.00026966],"[[-0.00047974]
 [-0.00012864]
 [ 0.00026966]]",,0,0.0
0,2020-07-24 14:50:00+08:00,[-0.00325463],"[[-0.0045126 ]
 [-0.00401365]
 [-0.00325463]]",,0.0,-1.0
0,2020-07-27 14:50:00+08:00,[-0.01312718],"[[-0.01299883]
 [-0.01329588]
 [-0.01312718]]",,0.0,-1.0
0,2020-07-28 14:50:00+08:00,[-0.00070081],"[[-0.00183027]
 [-0.00142488]
 [-0.00070081]]",,0,0.0
0,2020-07-29 14:50:00+08:00,[-0.00950752],"[[-0.01036514]
 [-0.00999771]
 [-0.00950752]]",,0.0,-1.0
0,2020-07-30 14:50:00+08:00,[-0.0010101],"[[-0.00206021]
 [-0.00153271]
 [-0.0010101 ]]",,0,0.0
0,2020-07-31 14:50:00+08:00,[0.0007214],"[[-0.00035902]
 [ 0.00019305]
 [ 0.0007214 ]]",,0,0.0
0,2020-08-03 14:50:00+08:00,[0.00804105],"[[0.00860081]
 [0.00859493]
 [0.00804105]]",,0.9994035401989128,1.0
0,2020-08-04 14:50:00+08:00,[0.00421246],"[[0.00395319]
 [0.00409664]
 [0.00421246]]",,0.9994035401989128,1.0
0,2020-08-05 14:50:00+08:00,[0.00908346],"[[0.01048173]
 [0.01011577]
 [0.00908346]]",,0.9994035401989128,1.0
0,2020-08-06 14:50:00+08:00,[0.00601495],"[[0.00583661]
 [0.00594441]
 [0.00601495]]",,0.9994035401989128,1.0
0,2020-08-07 14:50:00+08:00,[0.00583162],"[[0.00645159]
 [0.00614954]
 [0.00583162]]",,0.9994035401989128,1.0
0,2020-08-10 14:50:00+08:00,[0.0044059],"[[0.00475242]
 [0.00457289]
 [0.0044059 ]]",,0.9994035401989128,1.0
0,2020-08-11 14:50:00+08:00,[0.00138896],"[[0.00232934]
 [0.00177976]
 [0.00138896]]",,0,0.0
0,2020-08-12 14:50:00+08:00,[0.00107498],"[[0.00161104]
 [0.00131806]
 [0.00107498]]",,0,0.0
0,2020-08-13 14:50:00+08:00,[0.00028072],"[[0.00022775]
 [0.00023713]
 [0.00028072]]",,0,0.0
0,2020-08-14 14:50:00+08:00,[-0.00201666],"[[-0.00183901]
 [-0.00190294]
 [-0.00201666]]",,0,0.0
0,2020-08-17 14:50:00+08:00,[-0.00574799],"[[-0.00560917]
 [-0.00569104]
 [-0.00574799]]",,0.0,-1.0
0,2020-08-18 14:50:00+08:00,[4.6916306e-05],"[[3.0277669e-04]
 [2.1192804e-04]
 [4.6916306e-05]]",,0,0.0
0,2020-08-19 14:50:00+08:00,[0.00022628],"[[0.00168309]
 [0.00113305]
 [0.00022628]]",,0,0.0
0,2020-08-20 14:50:00+08:00,[0.00405931],"[[0.00402246]
 [0.00436124]
 [0.00405931]]",,0.9994035401989128,1.0
0,2020-08-21 14:50:00+08:00,[0.0027822],"[[0.00320553]
 [0.00295155]
 [0.0027822 ]]",,0.9994035401989128,1.0
0,2020-08-24 14:50:00+08:00,[-0.00158219],"[[-0.00114409]
 [-0.00143741]
 [-0.00158219]]",,0,0.0
0,2020-08-25 14:50:00+08:00,[-0.00178191],"[[-0.00169659]
 [-0.00191055]
 [-0.00178191]]",,0,0.0
0,2020-08-26 14:50:00+08:00,[0.00177637],"[[0.00235531]
 [0.00207872]
 [0.00177637]]",,0,0.0
0,2020-08-27 14:50:00+08:00,[0.00225438],"[[0.00217198]
 [0.0022503 ]
 [0.00225438]]",,0.9994035401989128,1.0
0,2020-08-28 14:50:00+08:00,[-0.00184711],"[[-0.00176532]
 [-0.00199033]
 [-0.00184711]]",,0,0.0
0,2020-08-31 14:50:00+08:00,[-0.00253774],"[[-0.00169195]
 [-0.00214861]
 [-0.00253774]]",,0,0.0
0,2020-09-01 14:50:00+08:00,[0.00064137],"[[0.00087451]
 [0.00066185]
 [0.00064137]]",,0,0.0
