,date,return_pre,return_pre7,outcome,limit_return,prediction
0,2020-03-31 14:50:00+08:00,[0.00698895],"[[0.00775048]
 [0.00760904]
 [0.00698895]]",,0.9992355592796115,1.0
0,2020-04-01 14:50:00+08:00,[0.00454682],"[[0.00515565]
 [0.00502649]
 [0.00454682]]",,0.9992355592796115,1.0
0,2020-04-02 14:50:00+08:00,[0.00437229],"[[0.0062541 ]
 [0.00545332]
 [0.00437229]]",,0.9992355592796115,1.0
0,2020-04-03 14:50:00+08:00,[-0.00157065],"[[ 1.4067926e-03]
 [-4.6167523e-05]
 [-1.5706532e-03]]",,0,0.0
0,2020-04-07 14:50:00+08:00,[-0.00364251],"[[-0.0002228 ]
 [-0.00189513]
 [-0.00364251]]",,0,0.0
0,2020-04-08 14:50:00+08:00,[0.00069322],"[[0.00313791]
 [0.00190588]
 [0.00069322]]",,0,0.0
0,2020-04-09 14:50:00+08:00,[-0.00085677],"[[ 0.00155905]
 [ 0.0003266 ]
 [-0.00085677]]",,0,0.0
0,2020-04-10 14:50:00+08:00,[0.00225713],"[[0.0040417 ]
 [0.00319803]
 [0.00225713]]",,0.9992355592796115,1.0
0,2020-04-13 14:50:00+08:00,[-0.00192159],"[[ 0.00044674]
 [-0.0007511 ]
 [-0.00192159]]",,0,0.0
0,2020-04-14 14:50:00+08:00,[-0.00485961],"[[-0.00223886]
 [-0.00360715]
 [-0.00485961]]",,0.0,-1.0
0,2020-04-15 14:50:00+08:00,[-0.00105722],"[[ 0.00182414]
 [ 0.00039699]
 [-0.00105722]]",,0,0.0
0,2020-04-16 14:50:00+08:00,[-0.00023349],"[[ 0.0011006 ]
 [ 0.00040129]
 [-0.00023349]]",,0,0.0
0,2020-04-17 14:50:00+08:00,[-0.00157681],"[[-0.00028554]
 [-0.00091   ]
 [-0.00157681]]",,0,0.0
0,2020-04-20 14:50:00+08:00,[-0.00239216],"[[-0.00019856]
 [-0.00132053]
 [-0.00239216]]",,0,0.0
0,2020-04-21 14:50:00+08:00,[0.00191604],"[[0.00270337]
 [0.00234021]
 [0.00191604]]",,0,0.0
0,2020-04-22 14:50:00+08:00,[0.00088194],"[[0.00094742]
 [0.00096392]
 [0.00088194]]",,0,0.0
0,2020-04-23 14:50:00+08:00,[0.00230333],"[[0.00216013]
 [0.00246434]
 [0.00230333]]",,0.9992355592796115,1.0
0,2020-04-24 14:50:00+08:00,[-0.00589896],"[[-0.00352374]
 [-0.00460323]
 [-0.00589896]]",,0.0,-1.0
0,2020-04-27 14:50:00+08:00,[-0.00296163],"[[-0.00159499]
 [-0.00218552]
 [-0.00296163]]",,0,0.0
0,2020-04-28 14:50:00+08:00,[0.00013336],"[[0.00039286]
 [0.00031619]
 [0.00013336]]",,0,0.0
0,2020-04-29 14:50:00+08:00,[-0.0029874],"[[-0.00127813]
 [-0.00210086]
 [-0.0029874 ]]",,0,0.0
0,2020-04-30 14:50:00+08:00,[-0.00415781],"[[-0.00224116]
 [-0.00315021]
 [-0.00415781]]",,0.0,-1.0
0,2020-05-06 14:50:00+08:00,[-0.00061401],"[[ 2.9862672e-04]
 [-6.7427754e-05]
 [-6.1400980e-04]]",,0,0.0
0,2020-05-07 14:50:00+08:00,[0.0045951],"[[0.00466256]
 [0.00464558]
 [0.0045951 ]]",,0.9992355592796115,1.0
0,2020-05-08 14:50:00+08:00,[0.00580263],"[[0.00542273]
 [0.00576864]
 [0.00580263]]",,0.9992355592796115,1.0
0,2020-05-11 14:50:00+08:00,[0.00100559],"[[0.00208467]
 [0.00171995]
 [0.00100559]]",,0,0.0
0,2020-05-12 14:50:00+08:00,[0.00356706],"[[0.00442097]
 [0.00401877]
 [0.00356706]]",,0.9992355592796115,1.0
0,2020-05-13 14:50:00+08:00,[0.00162959],"[[0.00406827]
 [0.00297633]
 [0.00162959]]",,0,0.0
0,2020-05-14 14:50:00+08:00,[-0.00315199],"[[-0.00143578]
 [-0.0023931 ]
 [-0.00315199]]",,0,0.0
0,2020-05-15 14:50:00+08:00,[-0.00070628],"[[ 0.0003054 ]
 [-0.0002209 ]
 [-0.00070628]]",,0,0.0
0,2020-05-18 14:50:00+08:00,[-0.00714029],"[[-0.0049007 ]
 [-0.00603172]
 [-0.00714029]]",,0.0,-1.0
0,2020-05-19 14:50:00+08:00,[-0.00391435],"[[-0.00241264]
 [-0.00313777]
 [-0.00391435]]",,0.0,-1.0
0,2020-05-20 14:50:00+08:00,[-0.00465283],"[[-0.0040784 ]
 [-0.00442168]
 [-0.00465283]]",,0.0,-1.0
0,2020-05-21 14:50:00+08:00,[-0.00395495],"[[-0.00171754]
 [-0.00273559]
 [-0.00395495]]",,0,0.0
0,2020-05-22 14:50:00+08:00,[-0.0008027],"[[-7.6763332e-05]
 [-4.4257566e-04]
 [-8.0269575e-04]]",,0,0.0
0,2020-05-25 14:50:00+08:00,[-0.00829085],"[[-0.0065493 ]
 [-0.00751865]
 [-0.00829085]]",,0.0,-1.0
0,2020-05-26 14:50:00+08:00,[-0.00352179],"[[-0.00358522]
 [-0.00379728]
 [-0.00352179]]",,0.0,-1.0
0,2020-05-27 14:50:00+08:00,[-0.00863829],"[[-0.00814342]
 [-0.00853531]
 [-0.00863829]]",,0.0,-1.0
0,2020-05-28 14:50:00+08:00,[0.00015417],"[[-0.00101468]
 [-0.00053899]
 [ 0.00015417]]",,0,0.0
0,2020-05-29 14:50:00+08:00,[0.00109857],"[[-0.0008361 ]
 [ 0.00019539]
 [ 0.00109857]]",,0,0.0
0,2020-06-01 14:50:00+08:00,[0.00166861],"[[0.00045153]
 [0.00099354]
 [0.00166861]]",,0,0.0
0,2020-06-02 14:50:00+08:00,[0.00240032],"[[0.00198915]
 [0.00233842]
 [0.00240032]]",,0,0.0
0,2020-06-03 14:50:00+08:00,[0.00368443],"[[0.00374651]
 [0.00389603]
 [0.00368443]]",,0.9992355592796115,1.0
0,2020-06-04 14:50:00+08:00,[0.00358895],"[[0.00455699]
 [0.00423742]
 [0.00358895]]",,0.9992355592796115,1.0
0,2020-06-05 14:50:00+08:00,[0.00731417],"[[0.00736614]
 [0.00740604]
 [0.00731417]]",,0.9992355592796115,1.0
0,2020-06-08 14:50:00+08:00,[0.00159737],"[[0.00097567]
 [0.00128094]
 [0.00159737]]",,0,0.0
0,2020-06-09 14:50:00+08:00,[0.00567533],"[[0.00495164]
 [0.00528524]
 [0.00567533]]",,0.9992355592796115,1.0
0,2020-06-10 14:50:00+08:00,[0.0027798],"[[0.00284209]
 [0.00283715]
 [0.0027798 ]]",,0.9992355592796115,1.0
0,2020-06-11 14:50:00+08:00,[0.00155312],"[[0.00203604]
 [0.00175816]
 [0.00155312]]",,0,0.0
0,2020-06-12 14:50:00+08:00,[0.00164459],"[[0.00238578]
 [0.00209807]
 [0.00164459]]",,0,0.0
0,2020-06-15 14:50:00+08:00,[0.00305589],"[[0.00254866]
 [0.0027768 ]
 [0.00305589]]",,0.9992355592796115,1.0
0,2020-06-16 14:50:00+08:00,[0.00103692],"[[0.00116403]
 [0.00110058]
 [0.00103692]]",,0,0.0
0,2020-06-17 14:50:00+08:00,[-0.00602765],"[[-0.0046944 ]
 [-0.00536942]
 [-0.00602765]]",,0.0,-1.0
0,2020-06-18 14:50:00+08:00,[-0.00071339],"[[-0.00133189]
 [-0.00092886]
 [-0.00071339]]",,0,0.0
0,2020-06-19 14:50:00+08:00,[0.00293986],"[[0.00338541]
 [0.00318735]
 [0.00293986]]",,0.9992355592796115,1.0
0,2020-06-22 14:50:00+08:00,[-0.00068303],"[[-0.0005247 ]
 [-0.00059884]
 [-0.00068303]]",,0,0.0
0,2020-06-23 14:50:00+08:00,[0.00021403],"[[0.00086391]
 [0.00060126]
 [0.00021403]]",,0,0.0
0,2020-06-24 14:50:00+08:00,[0.00469732],"[[0.00525728]
 [0.00499403]
 [0.00469732]]",,0.9992355592796115,1.0
0,2020-06-29 14:50:00+08:00,[0.00359458],"[[0.00393933]
 [0.00384538]
 [0.00359458]]",,0.9992355592796115,1.0
0,2020-06-30 14:50:00+08:00,[0.0036585],"[[0.00487166]
 [0.00434293]
 [0.0036585 ]]",,0.9992355592796115,1.0
0,2020-07-01 14:50:00+08:00,[-0.00080073],"[[ 0.00024492]
 [-0.00021742]
 [-0.00080073]]",,0,0.0
0,2020-07-02 14:50:00+08:00,[0.00215576],"[[0.0034708 ]
 [0.00293833]
 [0.00215576]]",,0.9992355592796115,1.0
0,2020-07-03 14:50:00+08:00,[0.00507874],"[[0.00569855]
 [0.0054016 ]
 [0.00507874]]",,0.9822652874989173,1.0
0,2020-07-06 14:50:00+08:00,[0.00802766],"[[0.00970064]
 [0.00895071]
 [0.00802766]]",,0.9820018646096188,1.0
0,2020-07-07 14:50:00+08:00,[0.01049611],"[[0.01204528]
 [0.01140573]
 [0.01049611]]",,0.9994035401989128,1.0
0,2020-07-08 14:50:00+08:00,[0.01515076],"[[0.01541385]
 [0.01555419]
 [0.01515076]]",,0.9994035401989128,1.0
0,2020-07-09 14:50:00+08:00,[0.01901531],"[[0.01814853]
 [0.01856487]
 [0.01901531]]",,0.9994035401989128,1.0
0,2020-07-10 14:50:00+08:00,[0.02026345],"[[0.0209241 ]
 [0.02069686]
 [0.02026345]]",,0.9994035401989128,1.0
0,2020-07-13 14:50:00+08:00,[0.01587556],"[[0.01678588]
 [0.01650057]
 [0.01587556]]",,0.9994035401989128,1.0
0,2020-07-14 14:50:00+08:00,[0.01290343],"[[0.01516469]
 [0.01425922]
 [0.01290343]]",,0.9994035401989128,1.0
0,2020-07-15 14:50:00+08:00,[-0.00577223],"[[ 0.00265445]
 [-0.00171733]
 [-0.00577223]]",,0,0.0
0,2020-07-16 14:50:00+08:00,[0.0050105],"[[0.0071534 ]
 [0.00611591]
 [0.0050105 ]]",,0.9994035401989128,1.0
0,2020-07-17 14:50:00+08:00,[-0.00800386],"[[-0.00086597]
 [-0.00449549]
 [-0.00800386]]",,0,0.0
0,2020-07-20 14:50:00+08:00,[-0.01803121],"[[-0.01531639]
 [-0.0171166 ]
 [-0.01803121]]",,0.0,-1.0
0,2020-07-21 14:50:00+08:00,[-0.01760017],"[[-0.01520788]
 [-0.01664924]
 [-0.01760017]]",,0.0,-1.0
0,2020-07-22 14:50:00+08:00,[-0.01395187],"[[-0.01437275]
 [-0.01428751]
 [-0.01395187]]",,0.0,-1.0
0,2020-07-23 14:50:00+08:00,[-0.00233067],"[[-0.00182886]
 [-0.00202232]
 [-0.00233067]]",,0,0.0
0,2020-07-24 14:50:00+08:00,[-0.00981098],"[[-0.00416282]
 [-0.00673049]
 [-0.00981098]]",,0.0,-1.0
0,2020-07-27 14:50:00+08:00,[-0.00629852],"[[-0.00637575]
 [-0.00637858]
 [-0.00629852]]",,0.0,-1.0
0,2020-07-28 14:50:00+08:00,[-0.01160174],"[[-0.01147982]
 [-0.0116299 ]
 [-0.01160174]]",,0.0,-1.0
0,2020-07-29 14:50:00+08:00,[-0.00907117],"[[-0.0093304 ]
 [-0.00927749]
 [-0.00907117]]",,0.0,-1.0
0,2020-07-30 14:50:00+08:00,[0.00290735],"[[0.00187428]
 [0.00236308]
 [0.00290735]]",,0,0.0
0,2020-07-31 14:50:00+08:00,[0.00201866],"[[0.00015544]
 [0.0014143 ]
 [0.00201866]]",,0,0.0
0,2020-08-03 14:50:00+08:00,[0.00369276],"[[0.00340897]
 [0.00362329]
 [0.00369276]]",,0.9994035401989128,1.0
0,2020-08-04 14:50:00+08:00,[0.01087135],"[[0.01035815]
 [0.01068965]
 [0.01087135]]",,0.9994035401989128,1.0
0,2020-08-05 14:50:00+08:00,[0.00540826],"[[0.00476616]
 [0.0051994 ]
 [0.00540826]]",,0.9994035401989128,1.0
0,2020-08-06 14:50:00+08:00,[0.00146921],"[[0.00180411]
 [0.00176403]
 [0.00146921]]",,0,0.0
0,2020-08-07 14:50:00+08:00,[0.00377193],"[[0.00396783]
 [0.00384789]
 [0.00377193]]",,0.9994035401989128,1.0
0,2020-08-10 14:50:00+08:00,[0.00049454],"[[0.00073377]
 [0.00060644]
 [0.00049454]]",,0,0.0
0,2020-08-11 14:50:00+08:00,[0.00365792],"[[0.00389145]
 [0.00371518]
 [0.00365792]]",,0.9994035401989128,1.0
0,2020-08-12 14:50:00+08:00,[-0.00134994],"[[-0.0012151 ]
 [-0.00131873]
 [-0.00134994]]",,0,0.0
0,2020-08-13 14:50:00+08:00,[-0.00211567],"[[-0.00196163]
 [-0.00207221]
 [-0.00211567]]",,0,0.0
0,2020-08-14 14:50:00+08:00,[-0.00088157],"[[-7.5511634e-06]
 [-4.2764843e-04]
 [-8.8157132e-04]]",,0,0.0
0,2020-08-17 14:50:00+08:00,[0.00177246],"[[0.00182093]
 [0.00179357]
 [0.00177246]]",,0,0.0
0,2020-08-18 14:50:00+08:00,[0.00194129],"[[0.00163966]
 [0.00187357]
 [0.00194129]]",,0,0.0
0,2020-08-19 14:50:00+08:00,[0.00387973],"[[0.00256359]
 [0.00339761]
 [0.00387973]]",,0.9994035401989128,1.0
0,2020-08-20 14:50:00+08:00,[0.00156506],"[[0.00210918]
 [0.00208847]
 [0.00156506]]",,0,0.0
0,2020-08-21 14:50:00+08:00,[-0.00196294],"[[-0.00135854]
 [-0.00170225]
 [-0.00196294]]",,0,0.0
0,2020-08-24 14:50:00+08:00,[-0.0037129],"[[-0.00282568]
 [-0.00325444]
 [-0.0037129 ]]",,0.0,-1.0
0,2020-08-25 14:50:00+08:00,[-0.0032594],"[[-0.00097438]
 [-0.00224417]
 [-0.0032594 ]]",,0,0.0
0,2020-08-26 14:50:00+08:00,[0.00082107],"[[0.00113285]
 [0.00098228]
 [0.00082107]]",,0,0.0
0,2020-08-27 14:50:00+08:00,[0.00134576],"[[0.00127095]
 [0.00130834]
 [0.00134576]]",,0,0.0
0,2020-08-28 14:50:00+08:00,[0.00423712],"[[0.00524948]
 [0.00458746]
 [0.00423712]]",,0.9994035401989128,1.0
0,2020-08-31 14:50:00+08:00,[-0.0026154],"[[-0.00249991]
 [-0.00252668]
 [-0.0026154 ]]",,0.0,-1.0
0,2020-09-01 14:50:00+08:00,[0.00122812],"[[0.00117114]
 [0.00119453]
 [0.00122812]]",,0,0.0
