,date,return_pre,return_pre7,outcome,limit_return,prediction
0,2020-03-20 14:50:00+08:00,[-0.01611186],"[[-0.01819797]
 [-0.01734553]
 [-0.01611186]]",,0.0,-1.0
0,2020-03-23 14:50:00+08:00,[-0.00897884],"[[-0.01241594]
 [-0.01090412]
 [-0.00897884]]",,0.0,-1.0
0,2020-03-24 14:50:00+08:00,[-0.00744651],"[[-0.01161993]
 [-0.00945163]
 [-0.00744651]]",,0.0,-1.0
0,2020-03-25 14:50:00+08:00,[-0.00069543],"[[-0.00424204]
 [-0.00218875]
 [-0.00069543]]",,0.0,0.0
0,2020-03-26 14:50:00+08:00,[0.00248915],"[[-0.001575  ]
 [ 0.00070239]
 [ 0.00248915]]",,0.0,0.0
0,2020-03-27 14:50:00+08:00,[0.00777336],"[[0.00580972]
 [0.00718903]
 [0.00777336]]",,0.9992355592796115,1.0
0,2020-03-30 14:50:00+08:00,[0.00667042],"[[0.00796925]
 [0.00773342]
 [0.00667042]]",,0.9992355592796115,1.0
0,2020-03-31 14:50:00+08:00,[0.00527874],"[[0.00713971]
 [0.0064277 ]
 [0.00527874]]",,0.9992355592796115,1.0
0,2020-04-01 14:50:00+08:00,[0.00101642],"[[0.00377655]
 [0.0024193 ]
 [0.00101642]]",,0.0,0.0
0,2020-04-02 14:50:00+08:00,[-0.00116654],"[[ 0.00215285]
 [ 0.00055793]
 [-0.00116654]]",,0.0,0.0
0,2020-04-03 14:50:00+08:00,[-0.00340169],"[[-0.0004159 ]
 [-0.00194374]
 [-0.00340169]]",,0.0,0.0
0,2020-04-07 14:50:00+08:00,[-0.001268],"[[ 0.00062135]
 [-0.00036191]
 [-0.001268  ]]",,0.0,0.0
0,2020-04-08 14:50:00+08:00,[0.00118436],"[[0.00258512]
 [0.00182938]
 [0.00118436]]",,0.0,0.0
0,2020-04-09 14:50:00+08:00,[0.00084667],"[[0.00323325]
 [0.00207176]
 [0.00084667]]",,0.0,0.0
0,2020-04-10 14:50:00+08:00,[0.00013564],"[[0.0018688 ]
 [0.001013  ]
 [0.00013564]]",,0.0,0.0
0,2020-04-13 14:50:00+08:00,[-0.00365128],"[[-0.0006193 ]
 [-0.00218983]
 [-0.00365128]]",,0.0,0.0
0,2020-04-14 14:50:00+08:00,[-0.00201404],"[[-0.00039562]
 [-0.00126162]
 [-0.00201404]]",,0.0,0.0
0,2020-04-15 14:50:00+08:00,[-0.00113059],"[[ 0.00059091]
 [-0.00027521]
 [-0.00113059]]",,0.0,0.0
0,2020-04-16 14:50:00+08:00,[-0.00176314],"[[-0.00086069]
 [-0.00134263]
 [-0.00176314]]",,0.0,0.0
0,2020-04-17 14:50:00+08:00,[-0.0055487],"[[-0.00425724]
 [-0.00490066]
 [-0.0055487 ]]",,0.0,-1.0
0,2020-04-20 14:50:00+08:00,[0.00190833],"[[0.00277156]
 [0.00236671]
 [0.00190833]]",,0.0,0.0
0,2020-04-21 14:50:00+08:00,[0.00033835],"[[0.00150103]
 [0.00100071]
 [0.00033835]]",,0.0,0.0
0,2020-04-22 14:50:00+08:00,[0.00132323],"[[0.00192465]
 [0.00164858]
 [0.00132323]]",,0.0,0.0
0,2020-04-23 14:50:00+08:00,[-0.00050606],"[[ 2.6351959e-04]
 [ 7.5735152e-06]
 [-5.0605834e-04]]",,0.0,0.0
0,2020-04-24 14:50:00+08:00,[-0.00451138],"[[-0.00258866]
 [-0.00340357]
 [-0.00451138]]",,0.0,-1.0
0,2020-04-27 14:50:00+08:00,[-0.00113821],"[[ 6.9301203e-04]
 [-8.9053065e-05]
 [-1.1382140e-03]]",,0.0,0.0
0,2020-04-28 14:50:00+08:00,[-0.005831],"[[-0.00382585]
 [-0.00482871]
 [-0.005831  ]]",,0.0,-1.0
0,2020-04-29 14:50:00+08:00,[-0.00968086],"[[-0.0068268 ]
 [-0.00836485]
 [-0.00968086]]",,0.0,-1.0
0,2020-04-30 14:50:00+08:00,[-0.00340461],"[[-0.00083065]
 [-0.00201393]
 [-0.00340461]]",,0.0,0.0
0,2020-05-06 14:50:00+08:00,[0.00049088],"[[0.001899  ]
 [0.00150632]
 [0.00049088]]",,0.0,0.0
0,2020-05-07 14:50:00+08:00,[0.00345798],"[[0.00358048]
 [0.00370795]
 [0.00345798]]",,0.9992355592796115,1.0
0,2020-05-08 14:50:00+08:00,[0.00376541],"[[0.00477833]
 [0.00448985]
 [0.00376541]]",,0.9992355592796115,1.0
0,2020-05-11 14:50:00+08:00,[0.00364761],"[[0.00445641]
 [0.00414811]
 [0.00364761]]",,0.9992355592796115,1.0
0,2020-05-12 14:50:00+08:00,[0.00147547],"[[0.00390383]
 [0.00277587]
 [0.00147547]]",,0.0,0.0
0,2020-05-13 14:50:00+08:00,[-0.00069543],"[[ 0.00223727]
 [ 0.00094951]
 [-0.00069543]]",,0.0,0.0
0,2020-05-14 14:50:00+08:00,[-0.00576518],"[[-0.00319036]
 [-0.00469783]
 [-0.00576518]]",,0.0,-1.0
0,2020-05-15 14:50:00+08:00,[-0.00724014],"[[-0.00297371]
 [-0.00509958]
 [-0.00724014]]",,0.0,-1.0
0,2020-05-18 14:50:00+08:00,[-0.01458138],"[[-0.00955197]
 [-0.01203113]
 [-0.01458138]]",,0.0,-1.0
0,2020-05-19 14:50:00+08:00,[-0.01070942],"[[-0.00684489]
 [-0.00885715]
 [-0.01070942]]",,0.0,-1.0
0,2020-05-20 14:50:00+08:00,[-0.01350245],"[[-0.00881182]
 [-0.01120152]
 [-0.01350245]]",,0.0,-1.0
0,2020-05-21 14:50:00+08:00,[-0.00539168],"[[-0.00299545]
 [-0.00410737]
 [-0.00539168]]",,0.0,-1.0
0,2020-05-22 14:50:00+08:00,[-0.00725933],"[[-0.00466186]
 [-0.00586229]
 [-0.00725933]]",,0.0,-1.0
0,2020-05-25 14:50:00+08:00,[-0.01187424],"[[-0.00948646]
 [-0.01082936]
 [-0.01187424]]",,0.0,-1.0
0,2020-05-26 14:50:00+08:00,[-0.01315245],"[[-0.01006623]
 [-0.01182893]
 [-0.01315245]]",,0.0,-1.0
0,2020-05-27 14:50:00+08:00,[-0.00973125],"[[-0.00966964]
 [-0.01011264]
 [-0.00973125]]",,0.0,-1.0
0,2020-05-28 14:50:00+08:00,[-0.00396858],"[[-0.0039845 ]
 [-0.00416964]
 [-0.00396858]]",,0.0,-1.0
0,2020-05-29 14:50:00+08:00,[-0.00387242],"[[-0.00490282]
 [-0.00449168]
 [-0.00387242]]",,0.0,-1.0
0,2020-06-01 14:50:00+08:00,[0.00020736],"[[-0.00083107]
 [-0.00023236]
 [ 0.00020736]]",,0.0,0.0
